,Severity Id,Issue Type Name,Threat Class,Security Risk,Cause,Analysis Result,Result
17,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
18,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
19,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
20,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
21,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
22,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
23,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
24,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
25,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
26,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
27,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
28,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
29,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
30,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
31,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
32,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
33,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
34,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
35,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
36,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
37,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
38,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
39,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
40,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
41,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
42,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
43,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
44,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
45,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
46,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
47,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
48,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
49,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
50,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
51,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
52,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
53,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
54,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
55,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
56,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
57,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
58,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
59,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
60,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
61,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
62,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
63,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
64,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
65,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
66,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
67,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
68,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
69,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
70,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
71,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
72,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
73,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
74,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
75,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
76,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
77,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
78,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
79,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
80,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
81,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
82,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
83,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
84,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
85,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
86,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
87,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
88,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
89,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
90,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
91,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
92,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
93,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
94,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
95,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
96,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
97,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
98,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
99,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
100,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
101,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
102,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
103,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
104,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
105,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
106,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
107,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
108,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
109,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
110,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
111,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
112,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
113,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
114,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
115,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
116,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
117,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
118,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
119,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
120,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
121,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
122,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
123,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
124,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
125,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
126,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
127,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
128,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
129,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
130,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
131,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
132,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
133,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
134,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
135,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
136,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
137,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
138,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
139,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
140,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
141,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
142,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
143,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
144,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
145,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
146,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
147,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
148,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
149,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
150,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
151,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
152,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
153,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
154,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
155,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
156,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
157,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
158,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
159,3,authentication credentials unprotected,insufficient authentication,it may be possible to bypass the web application s authentication mechanism,insufficient authentication method was used by the application,no need to fix,Duplicate
160,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,need to fix,True Positive
161,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,need to fix,False Positive
162,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,False Negative
163,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
164,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
165,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
166,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
167,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
168,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
169,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
170,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
171,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
172,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
173,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
174,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
175,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
176,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
177,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
178,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
179,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
180,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,need to fix,Duplicate
181,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,need to fix,Duplicate
182,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,need to fix,Duplicate
183,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
184,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
185,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
186,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
187,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
188,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
189,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
190,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
191,3,bufferoverflow,buffer overflow,it is possible to prevent the web application from serving other users  denial of service ,proper bounds checking were not performed on incoming parameter values,no need to fix,Duplicate
