,Severity Id,Issue Type Name,Threat Class,Security Risk,Cause
38,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
39,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
40,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
41,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
42,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
43,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
44,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
45,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
46,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
47,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
48,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
49,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
50,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
51,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
52,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
53,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
54,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
55,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
56,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
57,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
58,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
59,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
60,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
61,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
62,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
63,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
64,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
65,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
66,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
67,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
68,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
69,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
70,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
71,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
72,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
73,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
74,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
75,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
76,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
77,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
78,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
79,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
80,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
81,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
82,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
83,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
84,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
85,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
86,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
87,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
88,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
89,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
90,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
91,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
92,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
93,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
94,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
95,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
96,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
97,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
98,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
99,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
100,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
101,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
102,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
103,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
104,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
105,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
106,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
107,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
108,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
109,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
110,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
111,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
112,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
113,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
114,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
115,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
116,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
117,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
118,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
119,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
120,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
121,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
122,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
123,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
124,3.0,Command Injection,OS Commanding,It is possible to run remote commands on the web server. This usually means complete compromise of the server and its contents,No validation was done in order to make sure that user input matches the data type expected
125,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
126,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
127,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
128,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
129,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
130,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
131,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
132,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
133,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
134,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
135,3.0,Cryptography.InsecureAlgorithm,Information Leakage,"It is possible to gather sensitive information about the web application such as usernames, passwords, machine name and/or sensitive file locations",Sensitive information stored to disk in cleartext
136,3.0,Open Redirect,URL Redirector Abuse,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
137,3.0,Open Redirect,URL Redirector Abuse,"It is possible for an attacker to use the web server to attack other sites, which increases his or her anonymity",User input is not checked for the '..' (dot dot) string
138,3.0,PathTraversal,Path Traversal,It is possible to access information stored in a sensitive data resource,User input is not checked for the '..' (dot dot) string
139,3.0,PathTraversal,Path Traversal,It is possible to access information stored in a sensitive data resource,User input is not checked for the '..' (dot dot) string
140,3.0,PathTraversal,Path Traversal,It is possible to access information stored in a sensitive data resource,User input is not checked for the '..' (dot dot) string
141,3.0,PathTraversal,Path Traversal,It is possible to access information stored in a sensitive data resource,User input is not checked for the '..' (dot dot) string
142,3.0,PathTraversal,Path Traversal,It is possible to access information stored in a sensitive data resource,User input is not checked for the '..' (dot dot) string
143,3.0,PrivilegeEscalation,Insufficient Authentication,It might be possible to escalate user privileges and gain administrative permissions over the web application,Insecure web application programming or configuration
144,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
145,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
146,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
147,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
148,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
149,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
150,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
151,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
152,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
153,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
154,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
155,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
156,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
157,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
158,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
159,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
160,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
161,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
162,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
163,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
164,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
165,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
166,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
167,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
168,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
169,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
170,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
171,3.0,Reflected Cross Site Scripting,Cross-site Scripting,"It may be possible to steal or manipulate customer session and cookies, which might be used to impersonate a legitimate user, allowing the hacker to view or alter user records, and to perform transactions as that user",Sanitation of hazardous characters was not performed correctly on user input
